id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
8272,João Pedro,27,1975,10,8.863604867830873,6,5.618519173935056,47,30,4,1,F M S,Brighton,5,5.0577606651932,15.910436924546957,7.6452163346111774
10048,Nicolas Jackson,28,2186,10,13.70136098191142,5,3.47239719517529,74,28,7,0,F S,Chelsea,10,13.70136098191142,16.762388695031404,3.0802767761051655
500,Alex Iwobi,34,2758,9,4.688958700746298,6,8.114611531607807,61,52,1,0,D F M S,Fulham,9,4.688958700746298,19.25762237701565,8.947517048567533
501,Danny Welbeck,27,1886,9,8.914626386016607,4,1.7649541608989239,52,17,3,0,F S,Brighton,9,8.914626386016607,14.385495316237211,5.686288945376873
1776,Jarrod Bowen,30,2648,9,8.07714975811541,7,7.168740078806877,76,48,1,0,F M,West Ham,8,7.315980920568109,13.507118865847588,2.8478151904419065
5220,Kai Havertz,21,1848,9,11.7567791454494,3,2.8705838210880756,52,16,4,0,F M,Arsenal,9,11.7567791454494,15.865237101912498,4.696250442415476
6681,Harvey Barnes,29,1395,9,6.88738533295691,4,4.127475760877132,52,20,0,0,F S,Newcastle United,9,6.88738533295691,12.760520160198212,3.021889265626669
6818,James Maddison,31,1851,9,5.8936047330498695,7,6.016693122684956,39,42,6,0,M S,Tottenham,9,5.8936047330498695,15.656851299107075,7.841132877394557
10806,Kaoru Mitoma,33,2539,9,9.946008406579494,3,4.823067110031843,54,35,1,0,F M S,Brighton,9,9.946008406579494,20.33330860733986,7.743449814617634
11296,Cody Gakpo,31,1656,9,7.81938081420958,3,4.6332046408206224,50,33,5,0,F M S,Liverpool,9,7.81938081420958,18.279005428776145,7.238534803502262
11363,Antoine Semenyo,33,2926,9,12.514128856360912,4,6.190341878682375,119,44,9,0,F M,Bournemouth,9,12.514128856360912,23.53532563894987,7.2155232429504395
12963,Evanilson,27,2022,9,11.263743927702308,1,1.5936399511992931,63,22,0,1,F S,Bournemouth,9,10.502575067803264,12.472719583660364,1.9832030031830072
1228,Bruno Fernandes,33,2768,8,9.52768624946475,9,9.23969710804522,86,84,2,2,F M S,Manchester United,5,7.244179863482714,22.948544209823012,12.892702214419842
1679,Dominic Solanke,25,2138,8,11.65486578270793,3,2.4611449129879475,59,14,0,0,F S,Tottenham,8,11.65486578270793,16.30166282877326,4.277167193591595
6063,Jacob Murphy,31,2161,8,6.490857085213065,10,8.529998799785972,41,37,3,0,F M S,Newcastle United,8,6.490857085213065,17.78358405828476,4.681962486356497
7698,Leandro Trossard,34,2284,8,8.168482676148415,5,6.144862096756697,66,38,2,1,F M S,Arsenal,8,8.168482676148415,17.135968640446663,6.6032435297966
8288,Tomas Soucek,31,2260,8,7.019345803186297,1,0.947371281683445,50,14,8,0,M S,West Ham,8,7.019345803186297,11.884720804169774,4.704468859359622
10717,Rodrigo Muniz,31,922,8,6.838322004303336,1,0.7810081988573074,40,7,1,0,F S,Fulham,8,6.838322004303336,7.69332305714488,1.7913423832505941
12412,Morgan Rogers,33,2832,8,7.747354842722416,8,6.7178434412926435,52,45,9,0,F M,Aston Villa,8,7.747354842722416,18.99010194092989,7.736955359578133
453,Son Heung-Min,28,2032,7,7.730759242549539,9,9.04414401575923,55,51,1,0,F M S,Tottenham,6,6.208421574905515,18.20573951303959,6.4526379853487015
755,Jamie Vardy,32,2629,7,11.400587832555175,3,3.4044317603111267,52,18,5,0,F,Leicester,6,9.878250131383538,12.73940397053957,0.6918782293796539
5675,Ismaila Sarr,34,2410,7,10.401077210903168,4,8.073295062407851,48,37,4,0,F M S,Crystal Palace,7,10.401077210903168,20.175229405984282,6.532003229483962
6055,Phil Foden,25,1680,7,6.009981971234083,2,5.275347169488668,52,43,2,0,F M S,Manchester City,7,6.009981971234083,13.380522482097149,5.273441381752491
6691,Dejan Kulusevski,30,2283,7,5.456746289506555,4,6.408308394253254,46,63,3,0,F M S,Tottenham,7,5.456746289506555,15.851829562336206,5.773293157108128
7752,Gabriel Martinelli,29,1970,7,7.930326618254185,4,4.805499900132418,46,34,1,0,F M S,Arsenal,7,7.930326618254185,14.524131633341312,3.6472153924405575
9156,Kevin Schade,33,1952,7,6.771474078297615,2,3.4841970624402165,45,19,3,0,F M S,Brentford,7,6.771474078297615,12.887056559324265,3.2176495417952538
9307,Iliman Ndiaye,29,2208,7,6.024473126977682,0,1.529645573347807,33,17,3,0,F M S,Everton,5,4.502135466784239,9.481791403144598,4.545368310064077
9662,Dango Ouattara,31,1937,7,10.933680262416601,4,5.849859395995736,62,32,2,0,F M S,Bournemouth,7,10.933680262416601,18.3269816711545,4.429397763684392
11357,Noni Madueke,28,1794,7,9.89143580570817,3,2.83516513556242,73,29,3,0,D M S,Chelsea,7,9.89143580570817,15.181159604340792,5.495467143133283
11366,Jhon Durán,20,563,7,5.099582154303789,0,0.2346634343266487,31,4,3,1,F S,Aston Villa,7,5.099582154303789,5.687583016231656,1.4234060682356358
556,Marcus Rashford,25,1435,6,4.986043129116297,3,4.728895880281925,35,27,2,0,F M S,"Aston Villa,Manchester United",5,4.22487423196435,10.02566921338439,3.5098787005990744
2254,Mateo Kovacic,28,1975,6,1.6536005474627018,1,3.5652146032080054,38,28,5,0,M S,Manchester City,6,1.6536005474627018,15.105129804462194,11.733520485460758
5304,Mikel Merino,25,1392,6,5.726529996842146,2,2.01981433480978,32,15,2,0,F M S,Arsenal,6,5.726529996842146,9.657396657392383,5.706317614763975
6854,Diogo Jota,23,1094,6,9.541722349822521,3,1.852303085848689,46,11,2,0,F S,Liverpool,6,9.541722349822521,12.198638388887048,2.7377869188785553
7230,Emile Smith-Rowe,30,1905,6,5.179212663322687,2,1.6679066121578217,34,18,2,0,M S,Fulham,6,5.179212663322687,11.089779208414257,5.586746308021247
7322,Bukayo Saka,21,1483,6,7.265192050486803,10,10.482361499220133,55,49,3,0,F M S,Arsenal,5,6.50402319803834,13.809516292065382,5.087456177920103
8127,Amad Diallo Traore,22,1581,6,4.127339580096304,6,3.7384065855294466,40,39,3,0,D F M S,Manchester United,6,4.127339580096304,10.620114900171757,4.909137783572078
8150,Anthony Gordon,30,2234,6,9.157239276915789,5,4.716066692024469,57,50,2,0,F M S,Newcastle United,5,7.634901564568281,15.107720136642456,6.1881231889128685
8393,Omar Marmoush,12,934,6,4.659107249230146,0,1.7253760732710361,36,13,0,0,F M S,Manchester City,6,4.659107249230146,7.679553784430027,2.2314865309745073
9524,Anthony Elanga,33,2099,6,5.2260312382131815,9,5.302942117676139,35,40,1,0,F M S,Nottingham Forest,6,5.2260312382131815,11.431116409599781,3.4243869315832853
9983,Beto,26,1171,6,6.918340111151338,0,0.8442994169890881,35,8,2,0,F S,Everton,6,6.918340111151338,6.614150898531079,1.0180185325443745
5596,Harry Wilson,21,922,5,2.9052645843476057,1,1.3912101043388247,29,19,2,0,F M S,Fulham,5,2.9052645843476057,5.312543671578169,1.925514874048531
6456,Callum Hudson-Odoi,28,2140,5,2.5114910937845707,2,2.9465562608093023,37,44,2,0,F M S,Nottingham Forest,5,2.5114910937845707,11.848760638386011,8.000117145478725
6857,Morgan Gibbs-White,29,2432,5,4.524561004713178,7,5.368689788505435,52,44,7,1,M,Nottingham Forest,5,4.524561004713178,14.60474019125104,8.529896916821599
6937,Georginio Rutter,28,1679,5,5.6770595367997885,3,3.1324470546096563,50,19,2,0,F M S,Brighton,5,5.6770595367997885,10.18418968655169,2.795816533267498
7083,Christian Nørgaard,29,2420,5,4.1603641007095575,2,0.8950382489711046,33,15,5,1,M,Brentford,5,4.1603641007095575,10.064839543774724,8.073172897100449
8379,Alexis Mac Allister,33,2580,5,3.568436846137047,4,4.39463641308248,38,43,6,0,M S,Liverpool,5,3.568436846137047,22.942265409976244,18.729922357946634
9788,Dominik Szoboszlai,32,2281,5,6.370916491374373,5,6.7495826836675406,63,52,6,0,F M S,Liverpool,5,6.370916491374373,24.82065701112151,14.329592328518629
9790,Josko Gvardiol,33,2917,5,4.339291166514158,0,1.8712127413600683,37,25,2,0,D S,Manchester City,5,4.339291166514158,21.768388658761978,17.893913343548775
10552,Alejandro Garnacho,33,2042,5,9.068966336548328,1,2.8131703436374664,81,31,2,0,F M S,Manchester United,5,9.068966336548328,15.654535837471485,4.9931198582053185
10720,Darwin Núñez,26,968,5,6.262556804344058,2,1.7118774075061083,32,9,8,0,F S,Liverpool,5,6.262556804344058,10.10053270123899,2.697112113237381
11356,Enzo Fernández,32,2582,5,5.630977371707559,7,7.109589397907257,49,71,7,0,M S,Chelsea,5,5.630977371707559,18.20232715830207,9.13390670157969
12759,Yankuba Minteh,28,1479,5,5.23376576974988,4,4.6694609029218554,28,24,6,0,D M S,Brighton,5,5.23376576974988,13.68522329814732,4.733187071979046
76,Fabian Schär,30,2578,4,2.521116252988577,0,0.3913493175059557,29,5,7,1,D S,Newcastle United,4,2.521116252988577,8.693461552262306,8.14110267907381
87,Joelinton,29,2435,4,4.270817156881094,3,2.4919691011309624,45,23,10,0,F M,Newcastle United,4,4.270817156881094,16.40742952376604,11.303140779957175
672,Jordan Ayew,27,1388,4,4.1073319762945175,0,1.3614438707008958,28,14,6,0,F M S,"Crystal Palace,Leicester",3,3.3461631387472153,5.02594293653965,2.203863554634154
2328,Thomas Partey,31,2450,4,1.7559712920337915,2,2.4359918236732483,23,17,4,0,D M S,Arsenal,4,1.7559712920337915,13.551457831636071,12.078875551000237
6026,Richarlison,12,376,4,4.147134646773338,1,0.8242609575390816,15,4,2,0,F S,Tottenham,4,4.147134646773338,3.365976110100746,0.07880378514528275
6174,Nikola Milenkovic,32,2880,4,4.106130015105009,2,0.8351365774869919,26,7,4,0,D,Nottingham Forest,4,4.106130015105009,5.276603434234858,4.263894394040108
6382,Pedro Neto,31,1889,4,3.139689801260829,4,5.62573944311589,51,42,8,0,D F M S,Chelsea,4,3.139689801260829,12.361993748694658,5.777941169217229
6674,Rayan Ait Nouri,33,2844,4,3.0742932371795177,7,4.806728197261691,32,36,6,0,D M,Wolverhampton Wanderers,4,3.0742932371795177,12.878033740445971,7.642586439847946
6837,Ryan Sessegnon,12,411,4,2.4370878115296364,2,0.7006683126091957,13,9,0,0,D M S,Fulham,4,2.4370878115296364,3.815925031900406,1.0011963322758675
7134,Marc Cucurella,32,2646,4,2.822391076013446,1,1.6676593963056803,22,18,8,1,D S,Chelsea,4,2.822391076013446,14.13183088414371,11.06033949367702
7365,Lucas Paquetá,30,2282,4,5.058446271345019,0,2.7081717532128096,40,35,7,0,F M S,West Ham,2,3.536108611151576,9.831353429704905,5.071809858083725
7484,Stephy Mavididi,30,1586,4,3.392247362062335,1,2.583603762090206,26,22,2,0,M S,Leicester,4,3.392247362062335,9.100224314257503,5.081808265298605
8327,Bruno Guimarães,34,2961,4,4.003255857154727,6,6.221032744273543,38,45,6,0,M,Newcastle United,4,4.003255857154727,18.877267621457577,12.721657898277044
8706,Eberechi Eze,30,2386,4,7.797665040940046,8,5.930097928270698,94,53,1,0,F M S,Crystal Palace,4,7.036496203392744,15.865321800112724,7.34852184727788
11055,Rasmus Højlund,29,1766,4,4.2061121836304665,0,1.6223755534738302,25,14,2,0,F S,Manchester United,4,4.2061121836304665,7.086076140403748,2.362714074552059
11132,Ethan Nwaneri,24,805,4,1.6931688711047173,2,1.0008777556940913,22,12,1,0,F M S,Arsenal,4,1.6931688711047173,4.3293181993067265,2.5123659763485193
11360,Paul Onuachu,23,964,4,4.522589319385588,1,0.5158860571682453,32,8,4,0,F S,Southampton,4,4.522589319385588,5.169331049546599,0.9347552265971899
11362,Facundo Buonanotte,29,1457,4,4.005968511104584,2,3.352718798443675,34,24,7,0,F M S,Leicester,4,4.005968511104584,7.405248632654548,3.0961448941379786
12027,Mohammed Kudus,28,2369,4,6.844396840780973,2,2.716074151918292,67,28,1,1,F M,West Ham,4,6.844396840780973,14.195143349468708,5.699840921908617
12408,Daniel Muñoz,33,2877,4,5.386976096779108,4,5.1463313437998295,32,38,9,0,D,Crystal Palace,4,5.386976096779108,14.70306720584631,6.267916848883033
12752,Sammie Szmodics,19,1015,4,4.5141482055187225,0,0.1510741114616394,21,4,2,0,M S,Ipswich,4,4.5141482055187225,5.326153449714184,0.7284961454570293
447,Kevin De Bruyne,24,1456,3,3.8504535015672445,7,8.482585482299328,48,51,2,0,F M S,Manchester City,3,3.8504535015672445,16.58250407502055,8.025938895530999
592,Ross Barkley,17,499,3,2.0887895757332444,1,0.9665419245138764,15,9,3,0,M S,Aston Villa,3,2.0887895757332444,4.579404033720493,3.1354284808039665
1726,Abdoulaye Doucouré,30,2475,3,3.684023493900895,1,2.2110404153354466,29,25,3,1,M S,Everton,3,3.684023493900895,8.455646481364965,3.8062579054385424
1791,Trent Alexander-Arnold,30,2284,3,1.7702382234856486,6,7.739049283787608,42,50,5,0,D S,Liverpool,3,1.7702382234856486,19.000770151615143,12.73682839795947
2117,Marco Asensio,9,474,3,4.311631113290787,1,1.0660783685743809,19,12,1,0,M S,Aston Villa,3,2.78929340839386,3.788453921675682,1.728193823248148
2199,Pablo Sarabia,20,670,3,2.177397783845663,2,1.884933153167367,17,13,2,0,M S,Wolverhampton Wanderers,3,2.177397783845663,5.114845894277096,1.6408817116171122
3300,Christopher Nkunku,27,878,3,5.027925219386816,2,2.0136311538517475,25,14,2,0,F M S,Chelsea,3,5.027925219386816,6.769540551118553,1.954516883008182
3635,Bernardo Silva,29,2300,3,4.071434332057834,4,4.444079306907952,28,44,7,0,M S,Manchester City,3,4.071434332057834,17.089652858674526,11.631314989179373
5543,Gabriel Jesus,17,581,3,3.375023730099201,0,0.5535630472004414,20,8,4,0,F S,Arsenal,3,3.375023730099201,4.954094588756561,2.0514997951686382
5555,Dominic Calvert-Lewin,22,1600,3,7.847588878124952,1,0.7406498864293098,46,7,2,0,F S,Everton,3,7.847588878124952,6.98252478800714,1.292787717655301
5613,Gabriel,28,2376,3,4.300341751426458,1,1.2210565768182278,22,13,4,0,D,Arsenal,3,4.300341751426458,11.277788810431957,10.166896805167198
6098,Niclas Füllkrug,14,577,3,1.9723821245133877,2,2.0472689867019653,13,13,2,0,F S,West Ham,3,1.9723821245133877,3.5621060952544212,1.3791276905685663
6345,Jadon Sancho,28,1671,3,2.1201546862721443,4,3.8899233788251877,23,36,1,0,M S,Chelsea,3,2.1201546862721443,9.566094148904085,4.634932033717632
6615,Trevoh Chalobah,23,1812,3,2.500698981806636,1,2.151971971616149,17,8,2,0,D S,"Chelsea,Crystal Palace",3,2.500698981806636,5.669840648770332,5.082922667264938
6665,Curtis Jones,29,1446,3,4.347867023199797,3,1.695264520123601,31,19,1,1,D F M S,Liverpool,3,4.347867023199797,10.55021208897233,6.030828403308988
6756,Dwight McNeil,17,1187,3,1.4910346120595932,4,4.453644380439073,23,33,1,0,M S,Everton,3,1.4910346120595932,6.947225533425808,3.1980562172830105
7603,Marc Guehi,32,2880,3,2.9007830694317818,2,1.3217183984816074,14,12,7,1,D M,Crystal Palace,3,2.9007830694317818,7.506943769752979,7.078188041225076
7958,Sandro Tonali,32,2259,3,3.5112767023965716,2,1.3317544804885983,31,20,5,0,M S,Newcastle United,3,3.5112767023965716,13.942146815359592,10.324458487331867
8044,Joshua Zirkzee,32,1378,3,5.218384485691786,1,2.009757675230503,28,12,2,0,F M S,Manchester United,3,5.218384485691786,9.033301264047623,2.963567115366459
8981,Jéremy Doku,25,1310,3,1.455087799578905,5,3.6057938868179917,24,25,1,0,F M S,Manchester City,3,1.455087799578905,8.902669683098793,4.829099347814918
9021,Pape Sarr,32,1632,3,3.4978727120906115,2,1.7770579745993018,31,15,6,0,M S,Tottenham,3,3.4978727120906115,9.992525823414326,6.720801716670394
9667,Amadou Onana,22,1375,3,2.5780120696872473,0,0.2333635212853551,17,7,4,0,M S,Aston Villa,3,2.5780120696872473,7.017951081506908,6.591441779397428
9749,Donyell Malen,11,243,3,2.3235361631959677,0,0.0752241313457489,12,2,0,0,M S,Aston Villa,3,2.3235361631959677,2.435958132147789,0.09121954441070557
10126,James McAtee,13,288,3,2.566829100251198,0,0.724918007850647,12,2,1,0,M S,Manchester City,3,2.566829100251198,3.3533775992691517,0.6927814036607742
10348,Omari Hutchinson,27,2260,3,2.7839816715568304,2,2.521922806277871,36,23,5,0,M S,Ipswich,3,2.7839816715568304,8.567415975034237,4.122572740539908
10527,Carlos Baleba,30,2361,3,2.797423076815903,1,1.4999694619327784,40,20,6,1,D M S,Brighton,3,2.797423076815903,16.243093858473003,12.875474698841572
10741,Marcus Tavernier,25,1570,3,6.025891698896885,5,3.5073727276176214,48,36,5,0,M S,Bournemouth,3,6.025891698896885,13.11349943652749,5.620878413319588
10766,Joe Ayodele-Aribo,30,1915,3,2.926058968529105,0,1.7567494381219149,17,16,1,0,D M S,Southampton,3,2.926058968529105,6.906115759164095,3.7257509492337704
11384,João Gomes,32,2747,3,2.734139174222946,1,1.0585694648325443,33,20,8,1,M,Wolverhampton Wanderers,3,2.734139174222946,12.625926062464714,10.078983139246702
12766,Jota Silva,27,778,3,2.3292538467794657,1,3.355119312182069,21,14,5,0,M S,Nottingham Forest,3,2.3292538467794657,4.103794684633613,0.8781488863751292
586,John Stones,11,539,2,0.6664973199367523,0,0.0837758481502533,2,2,1,0,D S,Manchester City,2,0.6664973199367523,2.6725111044943333,2.6725111044943333
725,Ola Aina,30,2589,2,0.4249469665810466,1,1.2345462553203106,9,11,2,0,D M,Nottingham Forest,2,0.4249469665810466,8.515251614153385,7.687264669686556
833,Virgil van Dijk,34,3060,2,2.3005723636597395,1,1.2135552121326327,23,12,3,0,D,Liverpool,2,2.3005723636597395,19.719649590551853,18.941446252167225
900,Adama Traoré,32,1556,2,5.434448800981045,6,6.236783783882856,36,38,2,0,F M S,Fulham,2,5.434448800981045,15.015378963202238,4.913611344061792
922,Andreas Pereira,31,1923,2,3.4643001668155193,4,5.644581067375839,36,56,7,0,M S,Fulham,2,2.7031313441693783,11.474145069718361,7.328693620860577
1245,Emerson,29,2072,2,2.1318588722497225,1,1.2129619792103767,16,17,5,0,D M S,West Ham,2,2.1318588722497225,6.178214916028082,3.475289287045598
1653,Michael Keane,11,849,2,0.7946690190583467,0,0.12363456189632416,8,1,5,0,D S,Everton,2,0.7946690190583467,1.1600648276507854,1.1311242170631886
2517,Martin Odegaard,26,2059,2,5.322570513933897,6,6.781414998695254,42,56,4,0,M S,Arsenal,1,4.561401646584272,17.778485119342804,10.91760354861617
4419,Adam Armstrong,20,1282,2,3.9334685541689396,2,2.005434782244265,26,9,4,0,F M S,Southampton,2,3.1722997166216373,6.038746699690819,1.9466782938688993
5553,Declan Rice,32,2592,2,2.4440441131591797,7,8.871640417724848,41,55,5,1,M S,Arsenal,2,2.4440441131591797,15.084202319383621,9.551467901095748
5584,Aaron Wan-Bissaka,32,2796,2,1.2982934471219778,2,3.128117598593235,15,29,1,0,D S,West Ham,2,1.2982934471219778,10.519358661957085,7.291960851289332
5609,Yves Bissouma,24,1215,2,0.42910624761134386,0,0.29296224750578403,10,6,7,0,M S,Tottenham,2,0.42910624761134386,5.560831884853542,5.125368419103324
5682,Gonçalo Guedes,25,737,2,2.2390892691910267,4,1.2905128914862871,19,11,1,0,F M S,Wolverhampton Wanderers,2,2.2390892691910267,4.791140604764223,1.7017496917396784
5956,Youri Tielemans,34,2942,2,3.2211734764277935,7,7.9722205344587564,37,59,4,0,M,Aston Villa,2,2.4600046388804913,20.330600023269653,15.454935792833567
6042,Jan Bednarek,28,2358,2,1.0302477153018117,0,0.3539321832358837,5,5,7,0,D,Southampton,2,1.0302477153018117,6.576780402101576,6.147660266608
6108,Rodrigo Bentancur,23,1542,2,1.3008952122181654,0,0.3507859818637371,22,9,7,0,M S,Tottenham,2,1.3008952122181654,7.8598284889012575,7.292914940044284
6219,Enes Ünal,17,292,2,2.016992896795273,1,0.545154508203268,19,4,2,0,F S,Bournemouth,2,2.016992896795273,2.6258721854537725,0.9348652940243483
6820,David Brooks,25,802,2,1.9171972665935755,0,1.6185489799827337,22,15,3,0,M S,Bournemouth,2,1.9171972665935755,4.89461163431406,2.1176895946264267
6852,Matt Doherty,27,1920,2,1.576674222946167,1,1.7049347087740898,10,11,6,0,D S,Wolverhampton Wanderers,2,1.576674222946167,7.551294319331646,5.838080830872059
6888,William Saliba,32,2818,2,3.196498431265354,0,0.7513726502656937,6,7,2,1,D,Arsenal,2,3.196498431265354,12.914982352405787,12.869530815631151
6912,Pedro Porro,31,2459,2,1.7695562485605478,6,5.520902291871607,37,54,4,0,D S,Tottenham,2,1.7695562485605478,13.918918715789914,11.544752480462193
7753,James Justin,32,2602,2,2.027784578502178,1,0.7969211358577013,24,14,5,0,D S,Leicester,2,2.027784578502178,6.068022829480469,5.224657939746976
7762,Jean-Ricner Bellegarde,31,1510,2,1.6797232693061233,6,3.574745198711753,20,25,3,0,M S,Wolverhampton Wanderers,2,1.6797232693061233,9.010076692327857,4.26009179931134
7902,Matthijs de Ligt,28,2107,2,2.871978895738721,0,0.281110018491745,18,6,3,0,D S,Manchester United,2,2.871978895738721,5.249729173257947,4.9913213811814785
8129,Riccardo Calafiori,17,933,2,0.7747622476890683,1,0.4056127071380615,10,6,4,0,D S,Arsenal,2,0.7747622476890683,4.017891261726618,3.666850782930851
8226,Tariq Lamptey,13,770,2,0.33914162404835224,2,0.8965721465647221,6,5,0,0,D S,Brighton,2,0.33914162404835224,2.034523122012615,1.2221865803003311
8563,George Hirst,22,420,2,1.6590736247599125,1,0.34214659593999386,9,3,1,0,F S,Ipswich,2,1.6590736247599125,3.080962957814336,1.2429697029292583
8845,Hee-Chan Hwang,19,613,2,0.7990479003638029,0,0.2850785907357931,5,3,0,0,F M S,Wolverhampton Wanderers,2,0.7990479003638029,2.01325161755085,0.9641339294612408
8859,Mikkel Damsgaard,33,2550,2,3.247643493115902,9,7.361148276366293,31,55,2,0,F M S,Brentford,2,3.247643493115902,16.93560666590929,10.105138210579753
9154,Elliot Anderson,32,2351,2,1.902818888425827,6,3.8082988588139415,34,34,6,0,M S,Nottingham Forest,2,1.902818888425827,9.387511434033513,5.96384440921247
9415,Jaden Philogene-Bidace,21,786,2,2.795140001922846,0,0.33318939432501793,19,6,3,1,D M S,"Aston Villa,Ipswich",2,2.795140001922846,3.0547380689531565,1.6042765881866217
9501,Fabio Carvalho,19,399,2,2.3463018126785755,1,0.6756551787257195,12,4,1,0,F M S,Brentford,2,2.3463018126785755,4.785842690616846,1.7638856619596481
9678,Ethan Pinnock,22,1912,2,0.9376051723957062,0,1.5102842152118683,10,8,2,0,D S,Brentford,2,0.9376051723957062,8.122458971105516,7.0917413318529725
9733,Nathan Collins,33,2970,2,2.6422056406736374,2,1.5571452267467976,16,8,5,0,D,Brentford,2,2.6422056406736374,9.096054715104401,8.65896760392934
9780,Mathys Tel,9,566,2,1.8780850805342197,0,1.0948406867682934,19,9,0,0,F S,Tottenham,1,1.1169162429869175,2.761041134595871,1.1868837773799896
9912,Cameron Archer,31,1348,2,6.277029449120164,0,0.2680808072909713,28,4,0,0,F S,Southampton,2,5.515860581770539,6.475127376616001,1.7850357918068767
10586,Tyler Dibling,30,1690,2,3.091769566759467,0,1.979686425998807,28,20,6,0,F M S,Southampton,2,3.091769566759467,8.278283506631851,4.384303150698543
10744,Ryan Christie,29,2150,2,1.5402817577123642,3,3.7968314699828625,33,42,9,0,M S,Bournemouth,2,1.5402817577123642,9.472964033484459,6.05323813483119
10802,Lisandro Martínez,20,1762,2,1.6867136806249619,1,1.357606129720807,17,9,7,0,D,Manchester United,2,1.6867136806249619,9.639154896140099,8.233198188245296
11003,Ryan Yates,30,1747,2,2.8120597936213017,1,0.9293923266232014,31,17,9,0,M S,Nottingham Forest,2,2.8120597936213017,5.842967715114355,4.041342701762915
11269,Jack Hinshelwood,22,1691,2,1.436302944086492,2,1.297692721709609,14,14,5,0,D M S,Brighton,2,1.436302944086492,8.136211819946766,6.910891555249691
11592,Nico O&#039;Reilly,7,455,2,0.9987604692578316,0,0.26054514944553375,6,4,0,0,D S,Manchester City,2,0.9987604692578316,2.63843422755599,1.6170555371791124
11709,Milos Kerkez,34,3004,2,0.6336739230901003,5,4.438426004722714,17,31,4,0,D,Bournemouth,2,0.6336739230901003,10.647965833544731,7.399461464956403
11710,Simon Adingra,25,872,2,2.7921125162392855,1,1.5381944309920073,26,13,0,0,D M S,Brighton,2,2.7921125162392855,4.857776055112481,1.6486599184572697
11943,Dean Huijsen,28,2125,2,1.226149808615446,1,1.7835290022194386,16,14,8,0,D S,Bournemouth,2,1.226149808615446,8.671717969700694,7.55600412376225
12014,Jake O&#039;Brien,17,1291,2,1.1706729345023632,0,0.6676564291119576,5,6,4,0,D S,Everton,2,1.1706729345023632,4.297233432531357,3.4782500565052032
12756,Rodrigo Gomes,21,601,2,0.5880058379843831,0,0.9794150870293379,6,12,0,0,D M S,Wolverhampton Wanderers,2,0.5880058379843831,1.8491706354543567,0.31656710617244244
